121.486873,31.237374
121.504884,31.221478
121.487365,31.239396
121.486429,31.238860
121.486176,31.242807
121.486131,31.243309
121.486316,31.242426
121.486321,31.242346
121.486946,31.240641
121.486928,31.240832
121.464518,31.217523
121.466382,31.217741
121.464760,31.216626
121.468897,31.235810
121.488783,31.233338
121.486613,31.233472
121.487027,31.237012
121.489329,31.232261
121.486155,31.234577
121.471178,31.226946
121.488672,31.235389
121.488082,31.234937
121.485744,31.239676
121.486662,31.243360
121.487660,31.240981
121.488538,31.243223
121.464768,31.216777
121.487699,31.238096
121.486936,31.238080
121.486936,31.238080
121.485716,31.236904
121.494570,31.210190
121.293556,31.753474
121.487695,31.237473
121.489425,31.235345
121.487859,31.239416
121.485267,31.241202
121.488987,31.235609
121.488157,31.237905
121.485364,31.237512
121.487809,31.238676
121.488233,31.239518
121.485657,31.242473
121.487638,31.243397
121.487897,31.242439
121.476339,31.235199
121.483807,31.230267
121.482855,31.234062
121.483549,31.241723
121.473746,31.240639
121.463298,31.208999
121.461042,31.213373
121.465867,31.210135
121.461162,31.213459
121.466267,31.214951
121.471766,31.214262
121.459542,31.222890
121.464953,31.221807
121.467256,31.215636
121.449766,31.205560
121.466178,31.213321
121.464447,31.210448
121.464576,31.211260
121.463821,31.210687
121.464222,31.207500
121.032819,31.121662
121.462655,31.210492
121.465604,31.218027
121.476360,31.216555
121.457944,31.222804
121.472239,31.219968
121.466521,31.209495
121.485942,31.240093
121.485168,31.241414
121.486451,31.242618
121.487570,31.240659
121.486163,31.230141
121.473099,31.218111
121.472247,31.215605
121.466700,31.215655
121.464895,31.240714
121.497777,31.201666
121.467458,31.233232
121.462044,31.207498
121.465792,31.213891
121.479996,31.225143
121.467528,31.221784
121.461637,31.216610
121.479996,31.225143
121.470688,31.221501
121.469951,31.221197
121.461393,31.217957
121.459868,31.219908
121.460422,31.220895
121.461715,31.216710
121.467874,31.218625
121.459288,31.219318
121.461289,31.214977
121.468073,31.214551
121.470518,31.211486
121.466251,31.217145
121.488255,31.197472
121.463751,31.219267
121.466659,31.220709
121.467574,31.220855
121.468891,31.221059
121.479996,31.225143
121.461154,31.212361
121.463763,31.213321
121.463763,31.213321
121.467641,31.215503
121.471448,31.216982
121.471400,31.216333
121.471268,31.216216
121.471465,31.215176
121.473646,31.215528
121.467309,31.217235
121.463272,31.209400
121.466375,31.216009
121.464607,31.223468
121.470374,31.221666
121.461651,31.218346
121.460190,31.216767
121.467517,31.218483
121.468050,31.219798
121.468279,31.219045
121.472239,31.219968
121.465885,31.216813
121.461698,31.215925
121.476458,31.215838
121.472952,31.215441
121.472424,31.215359
121.469103,31.215257
121.467222,31.213417
121.467751,31.214830
121.472121,31.214804
121.467738,31.210867
121.466333,31.209181
121.465315,31.210397
121.464485,31.209254
121.461911,31.208839
121.462570,31.218864
121.445148,31.215971
121.440444,31.217575
121.438510,31.220859
121.440744,31.222258
121.439669,31.216922
121.443361,31.218369
121.449950,31.232024
121.450657,31.232042
121.442257,31.231172
121.443836,31.230761
121.456123,31.237323
121.446974,31.216662
121.439416,31.222703
121.439128,31.221885
121.437500,31.221800
121.440858,31.222826
121.456858,31.237204
121.460248,31.228126
121.445344,31.227001
121.451300,31.230501
