number,previousName,currentName,address
4D014,花园住宅,并立式住宅,太原路50弄1-2号，56弄1-4号，64弄1-4号
4D015,花园住宅,上海音乐学院附小图书馆,东平路5号
4D016,宋氏住宅,西式餐厅,东平路11号
4D017,吴氏花园住宅,上海话剧艺术中心,安福路201号
4D018,巨泼来斯公寓,安福路233号公寓,安福路233号
4D019,花园住宅,上海话剧艺术中心,安福路284号
4D020,花园住宅,商务部驻沪办事处,五原路251号，永福路1号
4D021,花园住宅,中国福利会/宋庆龄基金会,五原路314号
4D022,花园住宅,花园住宅,华山路831号
4D023,花园住宅,丁香花园3号楼,华山路849号
4D024,交通大学恭绰馆（工程馆），新上院,交通大学工程馆，新上院,华山路1954号
4D025,花园住宅,上海科技文献出版社,武康路2号
4D026,美童公学宿舍楼及水塔,704所家属楼及水塔,衡山路10号
4D027,丽波花园,丽波花园,衡山路300弄1-8号
4D028,会斯乐公寓/乔治公寓,集雅公寓,衡山路311-331号
4D029,凯文公寓,凯文公寓/衡阳公寓,衡山路525号，建国西路750号
4D030,贝当公寓,衡山公寓,衡山路700号
4D031,中国唱片厂办公楼,小红楼/小红楼西餐厅,衡山路811号
4D032,花园住宅,中科院原子核研究所,永嘉路630号
4D033,巨福公寓/安康公寓,安康公寓/乌鲁木齐公寓,乌鲁木齐南路176号
4D034,花园住宅,花园住宅,建国西路598号
4D035,花园住宅,上海医学科学技术情报研究所,建国西路602号
4D036,金司林公寓,安亭公寓,安亭路43号
4D037,花园住宅,安亭别墅1号楼,安亭路46号1号楼
4D038,荣氏花园住宅,徐汇区少年宫,高安路18弄20号
4D039,励氏花园住宅,市建委老干部活动中心,高安路63号
4D040,方建公寓/建成公寓,建安公寓,高安路78弄1-3号，建国西路641-645号
4D041,花园住宅,花园住宅,康平路1号
4D042,花园住宅,徐汇区老干部局,康平路205号
4D043,花园住宅/挪威领事馆,国家安全局,吴兴路96号
4D044,花园住宅,文艺医院,天平路40号
4D045,花园住宅/法国领事馆,中国科学院上海分院11号楼,岳阳路319号11号楼
4D046,上海特别市市政府旧址,信息产业部电信科学技术第一研究所,平江路48号3号、7号楼
4D047,徐家汇观象（天文）台,上海气象局气象台,蒲西路166号
4D048,龙华机场候机楼,中国民用航空华东管理局龙华航空站,龙华西路1号
4F001,瑞康公寓,瑞康公寓,四川北路18号
4F002,大桥公寓,大桥公寓,四川北路85号
4F003,德邻公寓,信谊大药厂,四川北路71号1-6幢，崇明路82号
4F004,批亚斯公寓,浦西公寓,蟠龙街26号，乍浦路199-215号，塘沽路411-429号
4F005,小浦西公寓,小浦西公寓,塘沽路387-401号
4F006,工部局西童女子学校,上海市安装工程有限公司,塘沽路390号
4F007,景林庐,住宅,乍浦路260号，昆山路141-177号，254弄22-27号
4F008,角田公寓,闵行大楼,闵行路171-181号，201-211号，峨眉路70-80号
4F009,英华书馆,海军托儿所,武进路412号
4F010,华童公学/汉壁礼男校/光华大夏大学附属中学,华东师范大学附属第一中学,中州路102号
4F011,工部局宰牲场（宰牛场）/新亚集团产业,1933老场坊,沙泾路10号、29号
4F012,永丰坊、大德里、恒安坊,永丰坊、大德里、恒安坊,四川北路1515弄20-24号、34-105号，1519-1543号，1545弄1-33号、1-19号，1549-1551号
4F013,广东大戏院/虹光大戏院,群众影剧院,四川北路1552号
4F014,狄思威公寓,溧阳大楼,四川北路1914-1932号
4F015,永安里,永安里,四川北路1953弄、多伦路152-192号
4F016,花园住宅,钱币博物馆/卫生局,四川北路2023弄35号
4F017,拉摩斯公寓,北川公寓,四川北路2079-2099号
4F018,西童公学,复兴初级中学,四川北路2066号
4F019,樱苑别墅,上海青岛啤酒华东（控股）有限公司,四川北路2365号
4F020,白氏旧居,海军411医院,多伦路210号
4F021,恒丰里，新恒丰里,恒丰里，新恒丰里,山阴路69弄、85弄
4F022,日照里,东照里,山阴路133弄
4F023,花园里,花园里,山阴路145弄
4F024,亚细亚里,亚细亚里,黄渡路107弄、109 号
4F025,摩西会堂,摩西会堂,长阳路62号
4F026,住宅,住宅,霍山路71-95号，舟山路21-81号
4F027,住宅,住宅,霍山路119-121号，127-137号，125弄3-5号
4F028,住宅,住宅,长阳路50弄15-31号
4F029,住宅,住宅,杨树浦路197-213号
4F030,住宅,住宅,临潼路25-89号、99弄
4F031,花园住宅,新华印刷厂及部队住宅,榆林路43号、47号、59号、63号大宅
4G001,住宅,纺三小区,许昌路227弄
4G002,圣心教堂,杨浦老年人医院9号楼,杭州路349号
4G003,日本同兴纱厂工房及老板住宅,上海怡达实业公司及住宅,平凉路1777弄51号、101-141（单）号、100-154（双）号
4G004,新式里弄,住宅,杨树浦路3061弄
4G005,沪江大学历史建筑建筑群：馥赉堂，中学礼堂，思孟堂，思雷堂，科学馆，思晏堂，健身房，思裴堂，怀德堂，思伊堂，体育馆，思福堂，教职工公寓，职工住宅群,上海理工大学建筑群:第二教师公寓，学校办公楼，第二办公楼，第一办公楼，理学院楼，现代化教学中心，南体育馆，第三宿舍，第五宿舍，第四宿舍，学生活动中心，国际交流中心（卫生科），210号家属住宅，103、104、108-114、201-209、211号家属住宅,军工路516号
4G006,同济大学历史建筑建筑群:文远楼，大礼堂，南北楼，图书馆，校门，西南一楼，电工馆，工程试验馆，日本某中学礼堂，日本某中学教学楼，日本某中学教学楼,同济大学:文远楼(土木工程学院)，大礼堂，南北楼，图书馆裙房，校门(老)，西南一楼，机电厂，工程试验馆，羽毛球馆，“一·二九”大楼，测量馆,四平路1239号
4G007,同济新村:教工俱乐部，村一楼、村二楼、村三楼、村四楼,同济新村:教工俱乐部，村一楼、村二楼、村三楼、村四楼,彰武路45弄
4G008,复旦大学历史建筑建筑群:登辉堂，子彬楼，图书馆，校门,复旦大学:相辉堂，数学楼，经济学院，校门,邯郸路220号
4G009,毓秀楼,毓秀楼/上海财经大学,武东路100号
4G010,叶家花园（小白楼）/澄衷医院,肺科医院(白楼),政民路507号
4G011,中国航空协会飞机楼,长海医院飞机楼,长海路174号
4G012,国立音乐专科学校主楼及辅楼,公安部八二二厂,民京路918号
4M001,盛世花园,华园,万航渡路540号
4M002,厂房及仓库,上海五金交电仓库,万航渡路1384弄12号
4M003,开纳公寓,武定公寓,武定西路1375号
4M004,中一村/中央一村,中一村,江苏路46弄、54弄、62弄、70弄、78弄
4M005,上海海关税务司花园住宅,住宅,江苏路162弄3号
4M006,安定坊,安定坊,江苏路284弄3号、5号、7号、9号、10号、11号、12号、14号、15号、16号、17号、18号、19号、27号
4M007,月村,月村,江苏路480弄54、56、58、60、62、66、68、72号，除去90号新公房
4M008,忆定村,忆定村,江苏路495弄
4M009,麦加利银行高级职员住宅/上海房地局职工医院（1976年起）,华山医院(分部)1号楼,江苏路796号
4M010,渔光村,渔光村,镇宁路255弄、265弄、275弄、285弄
4M011,严家花园,严家花园,愚园路699号
4M012,花园住宅,花园住宅,愚园路749弄65号
4M013,愚园新村,愚园新村,愚园路750弄
4M014,杨氏花园,上海西夏葡萄酒业有限公司,愚园路838弄7号
4M015,百老汇总会/花园住宅,长宁区教育学院1号楼,愚园路864号
4M016,英式花园住宅群,花园住宅群,愚园路865弄30、31、32、33、35号
4M017,周氏花园住宅,长宁区工商联,愚园路1015号
4M018,岐山村/东苑别业,岐山村,愚园路1032弄（1018-1028号，1034-1046号）
4M019,宏业花园,宏业花园,愚园路1076号，1086号，1088弄5-9号、101-147号
4M020,桃源坊,桃源坊,愚园路1292弄
4M021,联安坊,长宁区政府5、6、7、8号楼,愚园路1352弄
4M022,中央研究院理工实验馆:实验大楼，元培楼,中科院上海冶金研究所:杏佛楼，元培楼,长宁路865号（中山公园对面）
4M023,圣玛利亚女中,东华大学长宁路分校,长宁路1187号
4M024,花园住宅,花园住宅,利西路24弄5号
4M025,花园住宅,花园住宅,利西路30、32号
4M026,福世花园,福世花园,安化路200弄7、8、9、10、11-12、14-15、16、17、18、19号
4M027,郭氏花园住宅,住宅,延安西路949弄25-47号（除37号）
4M028,大西别墅,住宅,延安西路1453弄
4M029,汤山村,汤山村,武夷路466弄2-9号，武夷路458-460、470-472号
4M030,范园,范园,华山路1220弄
4M031,外国弄堂,外国弄堂,番禺路55弄、75弄、95弄，平武路2号、8号、10号、14号、18号
4M032,邬达克住宅,上海市旅游培训中心,番禺路135号
4M033,又斯登公寓,登云公寓,淮海中路2068号
4M034,李鸿章祠堂及门楼/复旦公学力学庐,复旦中学:登辉堂及门楼/力学堂,华山路1626号
4M035,外国弄堂,外国弄堂,新华路329弄28号、30号，新华路321号，新华路211弄1号、10号、12号、14号、16号
4M036,虹桥疗养院,上海血液中心,伊犁路2号
4M037,花园住宅,白宫俱乐部,虹桥路1390号
4M038,宋氏花园住宅,花园住宅（家具厂）,虹桥路1430号
4M039,陈氏花园住宅/上海血吸虫病院（1956年）/上海寄生虫病院（1972年）/上海第二结核病防治院,申康宾馆,虹桥路1440号
4M040,花园住宅,花园住宅,虹桥路1518号
4M041,上海盲童学校,上海盲童学校,虹桥路1850号
4M042,孔氏别墅,worldlink诊所/辉煌KTV,虹桥路2258号、2260号
4M043,花园住宅,住宅,虹桥路2374号
4M044,泰晤士报社别墅，美丰银行别墅,龙柏饭店:2号楼/长江商学院，3号楼,虹桥路2419号
4M045,花园住宅，教堂,空军医院:A楼/体检楼，B楼,哈密路1713号
4M046,花园住宅,空管局退休干部活动中心,空港六路1号
4M047,花园住宅群,市舞蹈学校芭蕾舞团行政楼，上海歌舞团行政楼，上海歌舞团3号楼；市舞蹈学校5号楼，4号楼，3号楼,虹桥路1650号，1590号，1648号；1652号，虹桥路1674号4号楼、3号楼
4N001,曹杨一村,曹杨一村,曹杨一村（枫桥路、梅岭北路、棠浦路、花溪路、兰溪路）
4N002,住宅,澳门小区,澳门路660弄1-15号，17-25号，27-37号，41-51号，229-239号，251-261号，267-277号，291-301号，307-317号，381-391号，397-407号
