number,previousName,currentName,address
3B002,联华公寓,联华公寓,"北京西路1341-1383号,铜仁路304-330号,南阳路208-228号"
3B003,铜仁路278号,铜仁路279号,铜仁路280号
3B004,皮裘公寓,皮裘公寓,铜仁路278号
3B005,震兴里、荣康里、德庆里,震兴里、荣康里、德庆里,茂名北路200-290弄
3B006,住宅,岳阳医院,青海路44号
3B007,善钟里,善钟里,常熟路113弄2-31号
3B008,亚细亚火油公司住宅,巨鹰宾馆,巨鹿路889号
3B009,住宅,住宅,巨鹿路868-892号
3B010,住宅,住宅,巨鹿路852弄1-8号、10号
3B011,住宅,上海市作家协会,巨鹿路675-681号
3B012,住宅,住宅,南京西路1522弄
3B013,太阳公寓,太阳公寓,威海路651、665弄
3B014,四明里,四明村,延安中路913弄
3B015,蒲园,蒲园,长乐路570弄
3B016,杜美新村,长乐新村,长乐路764弄
3B017,住宅,住宅,"富民路210弄2-14号、
 长乐路752-762号"
3B018,大华公寓,大华公寓,南京西路864-884号，奉贤路137号、147号，奉贤路148弄1-4号、8号
3B019,住宅,华园物业公司办公楼,长乐路800号
3B020,住宅,住宅,奉贤路68弄40-52号、80-92号
3B021,中实新村,中实新村,愚园路581-589及579弄
3B022,文元坊,文元坊,愚园路608弄
3B023,念吾新村/多福里/汾阳坊,念吾新村/多福里/汾阳坊,延安中路470弄/504弄/510弄
3B024,中国红十字会医院,华山医院,乌鲁木齐中路12号5号楼
3B025,切尔西住宅,少儿图书馆,南京西路962号
3B026,住宅,延中部队招待所,延安中路810号
3H001,上海总商会,电子元件研究所南楼,北苏州路470号
3D001,德国技术工程学院，同济德文医学堂，国立上海高级机械职业学校,上海理工大学图书馆,复兴中路1195号
3D002,霞飞路住宅、比利时领馆,达芬奇集团,淮海中路1131号南楼
3D003,万国储蓄会公寓、盖司康公寓,淮海公寓2号楼,淮海中路1204-1218号
3D004,住宅,住宅,淮海中路1276-1292号
3D005,住宅,住宅,华亭路71弄1-7号，延庆路135-149号
3D006,住宅,住宅,华亭路72、74、84、86号，延庆路151-157号
3D007,麦琪公寓,麦琪公寓,复兴西路24号
3D008,上海新村,上海新村,淮海中路1487弄1-56号
3D009,林肯公寓,曙光公寓,淮海中路1554-1568号、1562弄2-5号
3D010,来斯南村,来斯南村,五原路205弄2-6号
3D011,住宅,上海永乐电影电视（集团）公司,永福路52号
3D012,住宅,住宅,武康路40弄1号
3D013,住宅,上海市房地产科学研究院,复兴西路193号3号楼
3D014,住宅,湖南别墅,湖南路262号
3D015,住宅,巴金住宅,武康路113号
3D016,住宅,住宅,武康路117弄1号
3D017,住宅,住宅,武康路117弄2号
3D018,住宅,汽车工业总公司,武康路390号
3D019,住宅,住宅,武康路393号
3D020,住宅,住宅,淮海中路1818弄1-8号
3D021,住宅,住宅,嘉善路131-143弄，169弄
3D022,住宅,上海电影译制厂,永嘉路383号
3D023,住宅,零三单位华东办事处,永嘉路389号
3D024,住宅,瑞金宾馆太原分馆,太原路160号
3D025,住宅,住宅,永嘉路495弄
3D026,住宅,电话局职工住宅,建国西路398号
3D027,住宅,住宅,岳阳路170弄1号1号楼
3D028,住宅,住宅,永嘉路527弄1-5号
3D029,住宅,住宅,永嘉路571号
3D030,住宅,住宅,安亭路81弄2，4号
3D031,住宅,住宅、小旋枫酒店,安亭路130、132号
3D032,住宅,住宅、建国西路幼儿园,建国西路620、622号
3D033,住宅,市委机关幼儿园,余庆路190号
3D034,大修道院,徐汇区人民检察院,漕溪北路336号
3D035,江南弹药局,解放军七三一五工厂——厂房/机房/仓库（4座）/水牢/老门房,龙华路2577号（烈士陵园北部）
3F001,大陆新村/文华新村/淞云别墅/留青小筑,住宅,山阴路30、44、64、112、124、132、144、156、168、180、192、208、210弄，甜爱路59号、40号，山阴路2弄1-43号，四川北路2044-2058号
3F002,长春公寓,长春公寓,长春路304号
3F003,住宅,住宅,溧阳路1084弄2-11号、1114弄1-21号、1156弄1-19号、1208弄1-12号、1219、1221、1253、1283、1313、1235、1267、1295、1298、1237、1269、1297、1331、1251、1281、1311、1338号，溧阳路1203弄1-12号
3F004,住宅,住宅,武进路206-296号
3F005,礼查饭店,浦江饭店,黄浦路15号
3F006,公寓,公寓,昆山路227号/昆山路277号/昆山花园路1-10号
3F007,住宅,住宅,蟠龙街1-13号
3F008,西本愿寺,梦幻柔情舞厅,乍浦路455号
3F009,虹口大旅社,虹口大楼,海宁路449号
3F010,住宅,上海纺织老干部活动室,多伦路215号
3F011,祥德路住宅,祥德路住宅,祥德路2弄
3G001,住宅,住宅,隆昌路222-266号
3G002,上海市东区污水处理厂,上海市东区污水处理厂——办公楼/压缩机房、过滤池,河间路1283号
3G003,怡和纱厂,上海第五毛纺厂——空压站及仓库/厂房/英老板住宅/废纺车间/大仓库,杨树浦路670号
3G004,上海密丰绒线厂,上海茂华毛纺厂——绒线仓库/综合楼/经理住宅（A）/领班住宅（B）/高级职员住宅（C）,波阳路400号
3G005,上海煤气公司,上海市杨树浦煤气厂——办公楼/高级职员住宅/储气罐,杨树浦路2524号
3G006,正广和汽水厂,梅林正广和有限公司,通北路400号
3G007,裕丰纱厂,上海第十七棉纺厂——办公楼/一纺车间/二纺车间/三纺车间/四纺车间/锅炉房及水房/北厂厂房,杨树浦路2866号
3M001,兆丰别墅,兆丰别墅,长宁路712弄
3M002,新华村,长宁区政府11号楼,愚园路1320号
3M003,新华村,长宁区政府12号楼,愚园路1320号
3M004,新华村,长宁区政府14号楼,愚园路1320号
3M005,新华村,长宁区政府15号楼,愚园路1320号
3M006,亦村,亦村,泰安路76弄
3M007,住宅,工商银行愚园路分理处等,愚园路1294号
3M008,沪西别墅/沪西别业,沪西别墅,愚园路1210弄东侧
3M009,住宅,住宅,愚园路1112弄4号，20号
3M010,私立妇孺医院,长宁区妇幼保健院,延安西路934号
3M011,住宅,汉语大词典出版社,新华路200号
3M012,住宅,住宅,新华路231号
3M013,住宅,住宅,新华路329弄32号乙
3M014,住宅,住宅,新华路329弄36号
3M015,住宅,住宅（272弄2号为幼托）,新华路236号，248号，272弄2号、6号，294弄1号
3M016,住宅,兴国宾馆2号楼,兴国路72号
3M017,住宅,兴国宾馆6号楼,兴国路72号
3M018,梅泉别墅,梅泉别墅,新华路593弄
3M019,住宅,办公楼（空置）,新华路483号
3M020,住宅,新华路警署,新华路179号
3M021,住宅,上海市信息中心一号楼及西侧花园住宅群,华山路1076号及1100弄、1120弄
3M022,海格园,花园住宅群,华山路1006弄
3M023,住宅,上海市工人疗养院,延安西路2558号（1-4号楼）
3M024,住宅,住宅,新华路211弄2号
3M025,哥伦比亚总会,上海生物制品研究所,延安西路1262号
3M026,大理石亭,大理石亭,长宁路780号中山公园内
3M027,弗兰克林住宅、中央银行俱乐部,空军455医院,淮海西路338号
3M028,达华公寓,达华宾馆,延安西路918-928号
3M029,丁香花园,丁香别墅,华山路922号
3M030,真如中学,东延安中学北楼,延安西路601号
3M031,西区污水处理厂,上海城市排水管理处技工学校-泵房/宿舍楼立面片段,天山路、哈密路口
3N001,宜昌路救火会,消防三支队宜昌中队,宜昌路216号
3N002,上海啤酒有限公司,上海啤酒厂灌装楼/办公楼/酿造楼,宜昌路130号
3N003,天利淡气制品厂,化工部上海化工研究院——合成氮车间/硝酸车间,云岭东路345号
3N004,中华书局印刷厂澳门路新厂,中华印刷厂——办公楼/印刷车间/仓库,澳门路477号
3N005,福新面粉厂、阜丰面粉厂,上海面粉厂——四厂（莫干山大酒店）/小包装面粉仓库/麸皮车间/七厂厂房/面粉工业发展史陈列馆/二层办公楼,莫干山路120号
3W001,唐墓桥露德圣母堂,唐墓桥露德圣母堂,浦东唐墓桥
3W002,住宅,住宅,钱仓路316号
3J001,天主堂,南张安老院,闵行区七莘路9号桥
3K001,海底电缆登陆局房,东海船厂,逸仙路3901号
3R001,黄家花园,崇明县中心医院,崇明县城桥镇南门港街26号
